Product_ID,Product_Name,Material,CO2_per_kg,Recyclability_Score,Biodegradability_Score,Source_Country,Packaging_Type,Transport_Distance_km,Transport_Mode,Delivery_Carbon_kgCO2e,Energy_Consumption_kWh,Water_Usage_Liters,Waste_Generated_kg,Total_Sustainability_Score
P-00200,Glass Product 200,Paper,9.67,0.48,0.45,Bangladesh,Bioplastic,11270.5,Sea,28.63,33.52,1549.4,2.91,100.0
P-00201,Wool Product 201,Cotton,4.25,0.46,0.1,Turkey,Cardboard,6835.9,Air,73.25,48.8,4514.3,1.98,100.0
P-00202,Cotton Product 202,Wool,5.84,0.73,0.35,India,Recycled,1974.5,Road,10.87,255.18,726.8,2.24,100.0
P-00203,Aluminum Product 203,Wool,9.01,0.44,0.38,India,Paper,5385.7,Rail,110.22,255.76,3874.5,0.35,100.0
P-00204,Aluminum Product 204,Wood,7.11,0.88,0.86,Brazil,Plastic,9620.4,Rail,141.69,43.9,760.0,1.42,100.0
P-00205,Steel Product 205,Steel,3.57,0.42,0.32,Vietnam,Bioplastic,8091.8,Sea,2.71,70.61,4249.4,3.7,100.0
P-00206,Leather Product 206,Paper,7.21,0.59,0.89,Turkey,Plastic,7531.4,Air,32.95,261.35,3846.7,3.56,100.0
P-00207,Wood Product 207,Wool,14.29,0.91,0.22,Turkey,Recycled,2155.7,Road,86.72,183.95,3867.8,0.26,100.0
P-00208,Cotton Product 208,Plastic,6.27,0.42,0.78,Germany,Plastic,6279.9,Road,15.64,283.23,1465.7,2.83,100.0
P-00209,Wood Product 209,Leather,6.18,0.92,0.81,Italy,Plastic,5836.8,Rail,114.75,130.3,2000.3,3.26,100.0
P-00210,Paper Product 210,Aluminum,10.9,0.95,0.44,USA,Recycled,3214.2,Rail,23.82,290.04,1184.1,3.94,100.0
P-00211,Steel Product 211,Plastic,11.28,0.82,0.41,Italy,Cardboard,8148.9,Sea,123.99,177.13,4628.1,2.32,100.0
P-00212,Wood Product 212,Wood,8.72,0.23,0.31,Germany,Cardboard,4939.6,Air,41.68,93.41,2682.9,3.49,100.0
P-00213,Glass Product 213,Leather,11.46,0.82,0.52,Bangladesh,Cardboard,5623.6,Air,36.43,39.97,1424.0,1.93,100.0
P-00214,Polyester Product 214,Leather,5.42,0.27,0.84,Italy,Cardboard,3215.0,Road,67.9,97.83,3360.4,3.42,100.0
P-00215,Aluminum Product 215,Paper,13.84,0.91,0.75,Vietnam,Recycled,2920.8,Rail,38.39,276.77,1389.7,2.02,100.0
P-00216,Polyester Product 216,Wood,6.47,0.44,0.66,India,Plastic,11384.8,Rail,146.23,28.45,385.0,1.97,100.0
P-00217,Wool Product 217,Steel,7.87,0.6,0.29,Turkey,Paper,7029.2,Rail,84.9,79.31,3654.7,4.98,100.0
P-00218,Steel Product 218,Glass,6.22,0.26,0.6,China,Cardboard,3777.3,Rail,130.71,55.23,3914.4,1.0,100.0
P-00219,Cotton Product 219,Leather,8.78,0.5,0.13,China,Bioplastic,3119.2,Rail,2.42,130.84,1426.4,3.88,100.0
P-00220,Plastic Product 220,Polyester,12.37,0.54,0.87,China,Recycled,871.8,Rail,107.9,200.43,1119.8,3.65,100.0
P-00221,Wool Product 221,Glass,11.58,0.55,0.26,USA,Cardboard,4531.3,Air,120.35,272.24,1538.4,3.46,100.0
P-00222,Wool Product 222,Wool,6.15,0.48,0.75,Germany,Bioplastic,7492.5,Rail,65.04,127.22,1744.2,1.04,100.0
P-00223,Paper Product 223,Paper,14.9,0.58,0.21,Turkey,Paper,4042.5,Road,120.02,152.24,1248.4,2.19,100.0
P-00224,Wood Product 224,Aluminum,2.02,0.44,0.34,Germany,Paper,5401.7,Road,56.16,129.62,3242.5,3.63,100.0
P-00225,Aluminum Product 225,Wood,7.89,0.5,0.62,UK,Plastic,6279.0,Road,57.08,214.08,3284.2,0.19,100.0
P-00226,Leather Product 226,Steel,9.95,0.77,0.8,Germany,Cardboard,2605.6,Sea,131.18,87.51,4838.5,1.29,100.0
P-00227,Wood Product 227,Polyester,1.23,0.58,0.79,Italy,Cardboard,8661.7,Sea,140.68,93.22,4815.5,4.39,100.0
P-00228,Glass Product 228,Cotton,12.7,0.27,0.13,Italy,Paper,11198.1,Sea,61.78,21.21,838.4,0.99,100.0
P-00229,Plastic Product 229,Wood,7.41,0.72,0.74,Brazil,Cardboard,890.3,Rail,84.58,31.84,4815.6,4.92,100.0
P-00230,Cotton Product 230,Plastic,5.01,0.95,0.42,Italy,Cardboard,8684.3,Road,76.54,144.06,1046.9,2.21,100.0
P-00231,Paper Product 231,Wood,3.67,0.88,0.35,USA,Recycled,2280.1,Rail,11.57,295.13,4608.4,4.9,100.0
P-00232,Wood Product 232,Wood,8.94,0.25,0.43,Brazil,Plastic,6987.9,Rail,67.73,19.73,2700.3,3.82,100.0
P-00233,Paper Product 233,Wool,2.1,0.72,0.2,UK,Paper,10100.8,Sea,113.23,54.13,1444.0,0.78,100.0
P-00234,Cotton Product 234,Steel,2.52,0.48,0.69,Vietnam,Recycled,1681.5,Sea,90.89,295.71,225.7,2.35,100.0
P-00235,Wood Product 235,Leather,14.49,0.76,0.63,Bangladesh,Plastic,7579.6,Rail,36.1,94.12,2806.0,2.25,100.0
P-00236,Aluminum Product 236,Leather,7.91,0.37,0.15,China,Bioplastic,7947.3,Road,111.41,113.15,605.3,4.23,100.0
P-00237,Glass Product 237,Polyester,10.82,0.52,0.2,UK,Paper,632.0,Road,2.76,196.95,4339.4,4.62,100.0
P-00238,Wood Product 238,Paper,11.11,0.94,0.11,Brazil,Bioplastic,9214.2,Sea,10.44,143.71,124.6,2.36,100.0
P-00239,Polyester Product 239,Paper,12.72,0.29,0.28,India,Cardboard,9669.1,Rail,36.63,92.67,928.7,1.01,100.0
P-00240,Plastic Product 240,Wood,4.6,0.58,0.67,Vietnam,Bioplastic,8568.6,Road,72.28,91.28,1745.5,2.04,100.0
P-00241,Wood Product 241,Steel,1.75,0.7,0.81,China,Bioplastic,5223.7,Air,99.81,215.07,1657.1,3.6,100.0
P-00242,Glass Product 242,Leather,11.68,0.88,0.39,Germany,Cardboard,3194.6,Air,103.49,40.87,1562.8,3.01,100.0
P-00243,Aluminum Product 243,Steel,5.6,0.28,0.36,Italy,Bioplastic,993.0,Sea,59.19,232.06,3747.8,0.99,100.0
P-00244,Polyester Product 244,Steel,8.69,0.85,0.8,Germany,Recycled,618.9,Sea,128.99,71.32,4792.8,3.37,100.0
P-00245,Glass Product 245,Leather,10.65,0.78,0.31,Bangladesh,Cardboard,4891.4,Sea,54.4,69.19,3873.1,4.73,100.0
P-00246,Cotton Product 246,Leather,5.01,0.51,0.22,USA,Recycled,941.6,Rail,123.97,273.25,3717.6,1.66,100.0
P-00247,Wool Product 247,Polyester,11.91,0.32,0.77,Turkey,Bioplastic,2025.3,Rail,102.47,110.16,2058.4,4.31,100.0
P-00248,Glass Product 248,Plastic,12.89,0.28,0.57,Bangladesh,Plastic,2294.7,Road,138.28,147.31,2073.8,3.74,100.0
P-00249,Wool Product 249,Cotton,2.13,0.66,0.11,Germany,Plastic,5898.0,Road,90.41,23.8,4512.4,4.5,100.0
P-00250,Wood Product 250,Aluminum,12.95,0.85,0.44,Germany,Recycled,7326.5,Road,26.33,36.93,268.5,3.74,100.0
P-00251,Wool Product 251,Paper,6.09,0.89,0.78,Brazil,Cardboard,3431.9,Rail,103.64,118.32,4144.6,2.05,100.0
P-00252,Plastic Product 252,Leather,8.33,0.57,0.41,Brazil,Bioplastic,2355.7,Rail,17.6,200.31,3467.6,3.22,100.0
P-00253,Paper Product 253,Steel,6.72,0.87,0.23,Germany,Bioplastic,631.1,Sea,117.09,164.86,1915.8,1.55,100.0
P-00254,Leather Product 254,Leather,10.22,0.48,0.11,UK,Plastic,8044.2,Road,115.09,285.98,2950.1,4.92,100.0
P-00255,Leather Product 255,Steel,12.3,0.43,0.19,USA,Cardboard,678.6,Road,64.99,155.29,1337.6,0.34,100.0
P-00256,Steel Product 256,Leather,14.25,0.79,0.13,India,Bioplastic,9264.8,Sea,16.98,212.61,2565.6,0.99,100.0
P-00257,Paper Product 257,Wood,10.94,0.7,0.7,China,Recycled,9783.6,Rail,51.11,89.85,2465.1,2.06,100.0
P-00258,Steel Product 258,Paper,3.22,0.29,0.49,India,Recycled,4116.6,Road,119.26,201.4,3924.2,3.31,100.0
P-00259,Aluminum Product 259,Plastic,11.67,0.64,0.13,USA,Cardboard,5865.6,Road,58.25,18.3,3987.8,2.64,100.0
P-00260,Paper Product 260,Cotton,14.93,0.29,0.54,Germany,Cardboard,9858.0,Sea,88.01,77.29,4145.6,0.98,100.0
P-00261,Aluminum Product 261,Wool,4.97,0.55,0.54,India,Recycled,7128.7,Sea,24.35,63.83,4182.4,2.62,100.0
P-00262,Cotton Product 262,Polyester,7.46,0.81,0.54,Italy,Plastic,11221.4,Air,75.34,21.83,3294.8,3.85,100.0
P-00263,Aluminum Product 263,Cotton,14.33,0.69,0.23,India,Recycled,11563.0,Road,125.26,67.45,1317.5,3.63,100.0
P-00264,Cotton Product 264,Leather,4.31,0.92,0.69,Turkey,Plastic,2081.6,Air,130.84,199.2,4942.3,3.44,100.0
P-00265,Steel Product 265,Wood,1.89,0.43,0.47,UK,Cardboard,1928.5,Sea,146.74,110.82,2505.4,3.67,100.0
P-00266,Polyester Product 266,Plastic,12.18,0.57,0.78,Bangladesh,Paper,9712.0,Air,39.15,101.64,1221.6,3.66,100.0
P-00267,Paper Product 267,Wool,2.92,0.44,0.7,Brazil,Plastic,1084.8,Air,89.69,78.17,558.8,3.61,100.0
P-00268,Wood Product 268,Polyester,5.43,0.23,0.7,Germany,Plastic,10057.4,Air,92.63,55.75,2068.2,4.22,100.0
P-00269,Cotton Product 269,Leather,7.74,0.22,0.86,Bangladesh,Plastic,11355.3,Rail,79.86,236.82,4166.4,4.07,100.0
P-00270,Cotton Product 270,Paper,3.22,0.26,0.35,USA,Cardboard,10087.2,Air,148.42,214.45,380.2,1.76,100.0
P-00271,Steel Product 271,Wool,8.86,0.48,0.75,UK,Paper,11000.6,Sea,31.86,260.53,3701.9,3.94,100.0
P-00272,Steel Product 272,Paper,7.13,0.83,0.24,Brazil,Plastic,4380.4,Road,28.4,91.81,1834.9,4.28,100.0
P-00273,Aluminum Product 273,Glass,4.39,0.85,0.22,Brazil,Cardboard,7645.1,Rail,46.59,276.45,4679.1,3.48,100.0
P-00274,Cotton Product 274,Wool,14.37,0.92,0.62,Germany,Paper,7508.2,Road,136.79,297.39,1917.5,0.46,100.0
P-00275,Plastic Product 275,Wood,10.5,0.63,0.22,Turkey,Paper,1131.6,Sea,123.67,252.86,4139.0,0.66,100.0
P-00276,Cotton Product 276,Wool,5.56,0.61,0.21,UK,Bioplastic,8555.4,Sea,134.58,179.72,1496.8,1.05,100.0
P-00277,Wood Product 277,Wool,7.32,0.44,0.46,Brazil,Recycled,10350.0,Air,110.12,65.86,4463.3,3.84,100.0
P-00278,Polyester Product 278,Paper,3.4,0.35,0.84,India,Recycled,2166.8,Sea,92.94,146.58,2744.8,1.2,100.0
P-00279,Wood Product 279,Cotton,8.2,0.62,0.27,UK,Bioplastic,2040.2,Road,74.86,120.13,1935.9,4.25,100.0
P-00280,Aluminum Product 280,Polyester,6.4,0.81,0.22,Brazil,Cardboard,2245.5,Road,142.38,90.02,1734.7,0.45,100.0
P-00281,Wool Product 281,Aluminum,3.75,0.79,0.17,Italy,Plastic,6043.5,Sea,34.76,200.36,1012.5,2.84,100.0
P-00282,Plastic Product 282,Wood,9.44,0.71,0.29,India,Cardboard,10696.0,Road,137.76,226.84,1549.7,0.68,100.0
P-00283,Cotton Product 283,Steel,3.38,0.74,0.73,Bangladesh,Paper,2808.6,Road,143.69,83.39,3219.9,4.61,100.0
P-00284,Plastic Product 284,Paper,11.37,0.39,0.16,Vietnam,Bioplastic,2118.5,Rail,51.07,109.53,3716.3,3.31,100.0
P-00285,Steel Product 285,Polyester,12.03,0.81,0.83,Germany,Plastic,8959.7,Sea,13.58,121.41,3384.2,2.37,100.0
P-00286,Polyester Product 286,Aluminum,14.97,0.56,0.3,UK,Plastic,9121.8,Road,133.53,157.39,4559.2,3.26,100.0
P-00287,Polyester Product 287,Glass,13.62,0.81,0.54,Vietnam,Bioplastic,10447.7,Road,89.79,248.65,139.6,4.44,100.0
P-00288,Steel Product 288,Steel,7.63,0.34,0.76,Bangladesh,Plastic,11086.7,Air,39.89,295.21,777.8,0.7,100.0
P-00289,Wool Product 289,Steel,1.08,0.29,0.37,Germany,Paper,11089.7,Road,76.92,21.74,2608.2,3.08,100.0
P-00290,Steel Product 290,Cotton,3.56,0.32,0.38,Italy,Plastic,10780.5,Road,13.62,151.31,313.1,3.06,100.0
P-00291,Plastic Product 291,Aluminum,3.37,0.6,0.1,Turkey,Paper,4165.3,Sea,22.12,153.37,370.2,3.4,100.0
P-00292,Cotton Product 292,Polyester,2.53,0.48,0.81,Italy,Bioplastic,8891.6,Road,120.21,106.27,2065.7,0.4,100.0
P-00293,Cotton Product 293,Cotton,10.53,0.24,0.32,USA,Paper,7263.5,Sea,55.02,86.02,1610.6,2.66,100.0
P-00294,Steel Product 294,Steel,10.97,0.21,0.55,China,Plastic,1851.5,Rail,127.18,13.52,4925.9,4.45,100.0
P-00295,Paper Product 295,Polyester,1.92,0.93,0.89,Brazil,Plastic,5171.9,Air,75.8,263.98,1675.3,2.53,100.0
P-00296,Polyester Product 296,Glass,4.65,0.61,0.44,Italy,Recycled,5016.6,Air,124.88,186.61,3436.0,4.28,100.0
P-00297,Plastic Product 297,Cotton,14.26,0.61,0.75,USA,Cardboard,5149.2,Sea,8.56,142.87,281.5,2.75,100.0
P-00298,Leather Product 298,Plastic,1.12,0.73,0.71,Germany,Bioplastic,7773.0,Air,6.76,89.86,1599.5,1.85,100.0
P-00299,Plastic Product 299,Leather,4.45,0.44,0.15,USA,Plastic,7865.2,Air,104.02,253.76,4485.4,3.03,100.0
P-00300,Plastic Product 300,Wool,12.14,0.89,0.12,Bangladesh,Plastic,7933.0,Air,42.05,25.32,2786.1,3.45,100.0
P-00301,Plastic Product 301,Paper,3.81,0.21,0.79,Vietnam,Cardboard,3909.2,Sea,34.56,200.74,123.5,1.52,100.0
P-00302,Wood Product 302,Polyester,7.72,0.61,0.53,UK,Plastic,1494.1,Road,25.81,273.32,4017.4,0.12,100.0
P-00303,Plastic Product 303,Wood,8.15,0.64,0.71,UK,Paper,3428.8,Sea,133.16,186.34,173.9,1.41,100.0
P-00304,Leather Product 304,Polyester,6.62,0.54,0.24,Brazil,Cardboard,2501.2,Rail,1.49,171.37,640.1,2.55,100.0
P-00305,Paper Product 305,Plastic,6.9,0.44,0.72,UK,Bioplastic,6121.9,Air,120.72,33.98,1291.4,1.64,100.0
P-00306,Leather Product 306,Steel,5.41,0.74,0.7,Turkey,Bioplastic,5896.0,Sea,31.91,136.78,393.6,3.4,100.0
P-00307,Plastic Product 307,Plastic,11.89,0.67,0.27,Vietnam,Paper,3802.6,Road,110.11,14.5,4876.9,4.3,100.0
P-00308,Plastic Product 308,Paper,1.8,0.64,0.88,Vietnam,Bioplastic,7707.8,Air,53.68,96.75,4890.9,1.92,100.0
P-00309,Aluminum Product 309,Wool,10.1,0.46,0.45,China,Cardboard,2743.6,Air,99.56,162.3,4611.5,4.05,100.0
P-00310,Cotton Product 310,Leather,9.69,0.9,0.5,USA,Paper,4582.6,Road,14.33,179.83,2289.9,3.21,100.0
P-00311,Cotton Product 311,Paper,12.78,0.58,0.67,Brazil,Plastic,3619.6,Road,149.94,125.73,1122.6,3.72,100.0
P-00312,Steel Product 312,Steel,12.63,0.55,0.43,Bangladesh,Cardboard,6036.9,Rail,93.01,155.22,2635.4,1.99,100.0
P-00313,Cotton Product 313,Wood,1.7,0.8,0.34,Italy,Cardboard,5651.8,Sea,82.73,169.66,1568.0,3.7,100.0
P-00314,Steel Product 314,Cotton,10.49,0.8,0.63,UK,Plastic,9826.5,Air,62.9,279.31,866.3,1.52,100.0
P-00315,Wood Product 315,Polyester,14.46,0.63,0.15,Germany,Plastic,2571.9,Air,123.42,147.79,1730.0,1.06,100.0
P-00316,Aluminum Product 316,Wool,1.67,0.26,0.74,Vietnam,Plastic,6464.9,Road,29.95,212.55,2591.1,0.57,100.0
P-00317,Paper Product 317,Steel,10.77,0.68,0.27,China,Bioplastic,6821.4,Sea,83.64,85.43,3735.6,2.31,100.0
P-00318,Paper Product 318,Aluminum,14.13,0.66,0.24,Brazil,Bioplastic,10997.0,Sea,2.63,260.92,3380.1,2.8,100.0
P-00319,Steel Product 319,Polyester,13.85,0.66,0.21,Turkey,Bioplastic,509.5,Rail,60.7,29.12,4993.1,4.28,100.0
P-00320,Polyester Product 320,Wool,4.24,0.85,0.89,Italy,Bioplastic,3097.0,Air,147.34,125.35,3380.4,3.62,100.0
P-00321,Steel Product 321,Aluminum,1.32,0.41,0.3,Turkey,Paper,4463.5,Rail,49.26,61.64,125.4,0.54,100.0
P-00322,Aluminum Product 322,Cotton,14.73,0.52,0.73,Turkey,Cardboard,7126.4,Air,25.97,27.43,3085.6,3.87,100.0
P-00323,Plastic Product 323,Plastic,8.86,0.69,0.86,Germany,Plastic,2390.9,Rail,96.67,196.42,270.1,0.66,100.0
P-00324,Cotton Product 324,Polyester,14.44,0.36,0.88,China,Cardboard,11537.6,Rail,6.75,222.95,524.3,4.12,100.0
P-00325,Leather Product 325,Paper,13.47,0.85,0.29,Brazil,Recycled,4557.5,Air,28.09,87.93,3768.5,2.78,100.0
P-00326,Wood Product 326,Wood,4.05,0.65,0.71,Germany,Bioplastic,4195.0,Air,23.92,76.73,2928.5,2.26,100.0
P-00327,Plastic Product 327,Paper,11.12,0.86,0.28,China,Recycled,1364.5,Air,85.68,149.25,875.0,4.9,100.0
P-00328,Cotton Product 328,Leather,4.07,0.94,0.19,Vietnam,Bioplastic,7515.1,Rail,30.94,207.03,2028.9,4.51,100.0
P-00329,Aluminum Product 329,Steel,10.38,0.65,0.89,Brazil,Plastic,8595.8,Sea,102.42,12.48,4244.2,1.39,100.0
P-00330,Wood Product 330,Cotton,5.11,0.46,0.39,Brazil,Recycled,8873.6,Air,17.96,13.42,3247.4,3.0,100.0
P-00331,Polyester Product 331,Polyester,8.07,0.69,0.67,Italy,Bioplastic,6285.9,Road,72.07,299.72,708.0,0.29,100.0
P-00332,Plastic Product 332,Paper,11.71,0.5,0.11,Brazil,Paper,8153.3,Sea,40.9,250.83,1877.3,3.0,100.0
P-00333,Leather Product 333,Glass,2.93,0.2,0.21,India,Plastic,3980.8,Air,110.71,278.52,3706.2,3.73,100.0
P-00334,Steel Product 334,Wood,14.35,0.88,0.45,China,Bioplastic,10948.3,Road,25.68,269.27,776.6,2.36,100.0
P-00335,Wool Product 335,Plastic,4.04,0.64,0.18,USA,Recycled,5494.7,Sea,137.07,139.14,4603.9,1.16,100.0
P-00336,Wool Product 336,Glass,7.48,0.82,0.58,Brazil,Recycled,8475.2,Rail,85.06,25.81,2470.7,0.49,100.0
P-00337,Cotton Product 337,Wool,10.84,0.25,0.35,Brazil,Cardboard,1329.7,Sea,85.1,169.94,2412.7,4.37,100.0
P-00338,Paper Product 338,Wool,4.23,0.79,0.67,Bangladesh,Cardboard,2350.6,Rail,105.59,115.76,1142.7,2.89,100.0
P-00339,Aluminum Product 339,Paper,6.26,0.91,0.7,Brazil,Plastic,7036.1,Sea,14.37,112.7,2528.5,3.83,100.0
P-00340,Aluminum Product 340,Leather,9.74,0.85,0.28,Turkey,Plastic,6316.7,Road,44.02,188.12,300.0,3.88,100.0
P-00341,Plastic Product 341,Steel,1.3,0.93,0.71,Germany,Paper,7287.1,Air,114.58,125.21,3155.7,4.52,100.0
P-00342,Paper Product 342,Paper,2.58,0.26,0.28,China,Plastic,2665.1,Road,27.29,39.72,1435.2,4.82,100.0
P-00343,Paper Product 343,Steel,3.78,0.56,0.19,Bangladesh,Bioplastic,1071.2,Air,80.42,187.5,3913.0,4.89,100.0
P-00344,Aluminum Product 344,Wood,4.55,0.32,0.65,UK,Bioplastic,5192.5,Air,111.49,280.47,4368.3,3.76,100.0
P-00345,Cotton Product 345,Leather,9.14,0.49,0.66,China,Paper,7163.3,Air,43.87,11.43,3204.6,4.32,100.0
P-00346,Wool Product 346,Steel,14.15,0.9,0.72,Germany,Cardboard,2721.0,Road,38.77,260.54,3463.1,1.49,100.0
P-00347,Polyester Product 347,Paper,4.15,0.79,0.5,India,Bioplastic,643.8,Air,76.62,63.72,1596.1,4.53,100.0
P-00348,Paper Product 348,Leather,3.36,0.48,0.77,China,Plastic,11052.5,Sea,71.24,59.45,409.7,3.35,100.0
P-00349,Wool Product 349,Steel,11.69,0.25,0.34,Germany,Paper,241.4,Road,141.14,33.91,3141.9,4.49,100.0
P-00350,Paper Product 350,Aluminum,2.08,0.38,0.42,India,Cardboard,10721.2,Rail,8.41,41.51,2911.4,3.63,100.0
P-00351,Cotton Product 351,Wood,4.63,0.36,0.79,China,Plastic,3214.4,Sea,125.9,53.05,879.2,3.37,100.0
P-00352,Steel Product 352,Polyester,13.49,0.72,0.15,Italy,Bioplastic,8918.4,Rail,35.0,154.82,3372.3,0.35,100.0
P-00353,Wool Product 353,Cotton,11.42,0.56,0.78,USA,Plastic,6797.1,Air,42.53,205.43,3764.8,3.37,100.0
P-00354,Polyester Product 354,Paper,13.99,0.8,0.2,Bangladesh,Recycled,8563.7,Rail,36.73,243.67,2140.3,4.98,100.0
P-00355,Leather Product 355,Wool,14.33,0.57,0.25,Vietnam,Recycled,1582.1,Air,84.95,295.41,468.4,2.57,100.0
P-00356,Polyester Product 356,Leather,10.86,0.9,0.48,China,Recycled,5925.1,Rail,27.28,259.04,1556.2,4.71,100.0
P-00357,Wood Product 357,Leather,12.62,0.62,0.73,India,Cardboard,10195.8,Rail,129.21,84.84,2169.4,3.42,100.0
P-00358,Polyester Product 358,Leather,12.47,0.6,0.34,Bangladesh,Plastic,9040.4,Rail,115.2,215.78,739.3,4.36,100.0
P-00359,Wood Product 359,Cotton,9.11,0.59,0.67,UK,Cardboard,5219.2,Road,4.71,262.47,287.2,3.6,100.0
P-00360,Steel Product 360,Leather,4.98,0.7,0.68,India,Bioplastic,1149.8,Sea,128.96,281.53,678.5,1.85,100.0
P-00361,Cotton Product 361,Polyester,5.85,0.91,0.56,Vietnam,Paper,2570.3,Air,131.8,111.94,3295.8,3.74,100.0
P-00362,Glass Product 362,Wood,12.49,0.8,0.81,UK,Paper,5241.6,Road,51.64,46.98,375.5,2.06,100.0
P-00363,Plastic Product 363,Leather,11.38,0.43,0.24,China,Recycled,695.1,Road,48.23,146.69,3621.8,4.52,100.0
P-00364,Steel Product 364,Polyester,3.4,0.49,0.49,Italy,Recycled,7197.0,Air,120.74,193.86,3851.7,1.5,100.0
P-00365,Polyester Product 365,Wood,11.23,0.34,0.27,Germany,Recycled,3116.1,Road,107.89,262.13,4981.6,0.36,100.0
P-00366,Glass Product 366,Glass,12.09,0.73,0.87,Brazil,Paper,8825.8,Air,54.0,147.27,2043.6,3.91,100.0
P-00367,Steel Product 367,Wood,6.25,0.69,0.85,Germany,Plastic,3809.6,Road,141.5,110.49,2915.4,0.42,100.0
P-00368,Cotton Product 368,Glass,12.05,0.48,0.4,Brazil,Paper,1617.4,Rail,125.71,213.64,451.5,0.74,100.0
P-00369,Polyester Product 369,Polyester,6.58,0.42,0.15,Italy,Cardboard,10293.1,Air,62.01,127.32,2089.5,2.37,100.0
P-00370,Glass Product 370,Aluminum,7.21,0.48,0.74,India,Cardboard,500.9,Road,89.84,264.3,914.3,3.57,100.0
P-00371,Wood Product 371,Glass,4.25,0.81,0.52,Turkey,Recycled,1689.5,Rail,76.67,219.74,600.1,1.75,100.0
P-00372,Plastic Product 372,Polyester,2.7,0.39,0.31,Turkey,Recycled,4540.2,Rail,24.02,175.57,283.8,3.59,100.0
P-00373,Glass Product 373,Aluminum,5.77,0.66,0.58,Vietnam,Cardboard,1582.6,Air,113.1,291.55,1924.8,4.61,100.0
P-00374,Steel Product 374,Leather,3.7,0.94,0.86,Vietnam,Cardboard,10535.2,Air,90.28,33.38,2368.3,4.0,100.0
P-00375,Wool Product 375,Leather,10.25,0.79,0.54,Italy,Paper,10690.6,Rail,133.33,10.55,864.2,2.97,100.0
P-00376,Glass Product 376,Aluminum,1.71,0.36,0.42,Vietnam,Recycled,232.0,Sea,69.91,95.12,450.4,3.06,100.0
P-00377,Plastic Product 377,Glass,3.39,0.86,0.34,Turkey,Cardboard,6451.9,Road,95.34,168.65,1858.8,2.3,100.0
P-00378,Glass Product 378,Glass,10.5,0.86,0.24,Brazil,Cardboard,6407.7,Air,116.52,130.64,581.7,2.84,100.0
P-00379,Aluminum Product 379,Plastic,9.12,0.62,0.17,China,Bioplastic,3534.4,Road,87.12,267.47,4771.2,3.96,100.0
P-00380,Glass Product 380,Leather,5.6,0.86,0.87,Turkey,Plastic,10210.4,Air,56.61,105.24,3981.0,2.04,100.0
P-00381,Aluminum Product 381,Wool,2.56,0.52,0.3,Italy,Recycled,9507.7,Rail,128.42,242.96,3075.8,2.89,100.0
P-00382,Wool Product 382,Cotton,13.6,0.77,0.5,UK,Paper,10293.3,Sea,25.85,245.15,4685.6,4.07,100.0
P-00383,Wood Product 383,Aluminum,9.48,0.88,0.1,Italy,Plastic,687.7,Road,119.8,228.49,4162.9,3.27,100.0
P-00384,Cotton Product 384,Leather,14.73,0.89,0.89,Italy,Cardboard,8709.5,Air,29.71,266.01,918.6,3.32,100.0
P-00385,Wool Product 385,Wool,7.96,0.42,0.24,Italy,Paper,6176.5,Sea,2.17,115.39,3664.3,1.47,100.0
P-00386,Plastic Product 386,Glass,14.24,0.94,0.52,China,Bioplastic,11223.0,Road,29.34,34.37,4473.8,4.0,100.0
P-00387,Polyester Product 387,Paper,11.56,0.64,0.24,Brazil,Paper,4494.0,Sea,41.29,9.77,3808.3,0.33,100.0
P-00388,Paper Product 388,Polyester,13.29,0.24,0.38,India,Plastic,9719.0,Sea,30.49,130.69,3602.3,0.29,100.0
P-00389,Plastic Product 389,Leather,7.19,0.27,0.87,Brazil,Bioplastic,6309.4,Air,48.23,182.41,4636.0,3.22,100.0
P-00390,Leather Product 390,Steel,9.22,0.82,0.75,Germany,Bioplastic,4094.5,Air,28.73,102.81,3666.0,0.4,100.0
P-00391,Steel Product 391,Polyester,5.24,0.32,0.89,UK,Plastic,4487.6,Sea,127.45,271.13,311.3,0.26,100.0
P-00392,Plastic Product 392,Paper,11.77,0.71,0.28,Vietnam,Plastic,8290.9,Road,126.96,65.54,4088.2,1.78,100.0
P-00393,Paper Product 393,Aluminum,9.51,0.58,0.4,Bangladesh,Plastic,8072.3,Sea,26.05,64.49,2862.2,1.05,100.0
P-00394,Plastic Product 394,Wood,8.22,0.56,0.24,Bangladesh,Recycled,902.1,Road,76.57,26.36,2044.8,1.82,100.0
P-00395,Glass Product 395,Steel,10.06,0.24,0.18,Turkey,Bioplastic,8973.6,Air,34.43,132.84,1751.0,1.69,100.0
P-00396,Glass Product 396,Plastic,10.19,0.52,0.32,Bangladesh,Paper,7626.9,Sea,70.86,278.21,3092.6,0.62,100.0
P-00397,Leather Product 397,Wool,4.76,0.3,0.5,India,Cardboard,4481.6,Sea,148.08,275.8,4302.5,3.65,100.0
P-00398,Plastic Product 398,Paper,1.17,0.9,0.57,Vietnam,Recycled,8072.9,Rail,135.73,273.29,1503.1,0.68,100.0
P-00399,Wood Product 399,Polyester,4.68,0.47,0.77,Brazil,Cardboard,1873.7,Road,28.29,274.69,3231.2,0.88,100.0
P-00400,Wood Product 400,Aluminum,12.58,0.76,0.9,India,Cardboard,8824.4,Air,67.59,109.13,3334.1,3.09,100.0
